from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
2231,70071,1,,,,,,54978645-AlewifeKendall1,54978645-AlewifeKendall2
2231,70071,1,,,,,,54978646-AlewifeKendall1,54978646-AlewifeKendall2
2231,70071,1,,,,,,54978650-AlewifeKendall1,54978650-AlewifeKendall2
2231,70071,1,,,,,,54978651-AlewifeKendall1,54978651-AlewifeKendall2
2231,70071,1,,,,,,54978653-AlewifeKendall1,54978653-AlewifeKendall2
2231,70071,1,,,,,,54978654-AlewifeKendall1,54978654-AlewifeKendall2
2231,70071,1,,,,,,54978657-AlewifeKendall1,54978657-AlewifeKendall2
2231,70071,1,,,,,,54978662-AlewifeKendall1,54978662-AlewifeKendall2
2231,70071,1,,,,,,54978663-AlewifeKendall1,54978663-AlewifeKendall2
2231,70071,1,,,,,,54978665-AlewifeKendall1,54978665-AlewifeKendall2
2231,70071,1,,,,,,54978666-AlewifeKendall1,54978666-AlewifeKendall2
2231,70071,1,,,,,,54978671-AlewifeKendall1,54978671-AlewifeKendall2
2231,70071,1,,,,,,54978672-AlewifeKendall1,54978672-AlewifeKendall2
2231,70071,1,,,,,,54978674-AlewifeKendall1,54978674-AlewifeKendall2
2231,70071,1,,,,,,54978675-AlewifeKendall1,54978675-AlewifeKendall2
2231,70071,1,,,,,,54978676-AlewifeKendall1,54978676-AlewifeKendall2
2231,70071,1,,,,,,54978678-AlewifeKendall1,54978678-AlewifeKendall2
2231,70071,1,,,,,,54978679-AlewifeKendall1,54978679-AlewifeKendall2
2231,70071,1,,,,,,54978680-AlewifeKendall1,54978680-AlewifeKendall2
2231,70071,1,,,,,,54978681-AlewifeKendall1,54978681-AlewifeKendall2
2231,70071,1,,,,,,54978683-AlewifeKendall1,54978683-AlewifeKendall2
2231,70071,1,,,,,,54978684-AlewifeKendall1,54978684-AlewifeKendall2
2231,70071,1,,,,,,54978686-AlewifeKendall1,54978686-AlewifeKendall2
2231,70071,1,,,,,,54978692-AlewifeKendall1,54978692-AlewifeKendall2
2231,70071,1,,,,,,54978693-AlewifeKendall1,54978693-AlewifeKendall2
2231,70071,1,,,,,,54978694-AlewifeKendall1,54978694-AlewifeKendall2
2231,70071,1,,,,,,54978697-AlewifeKendall1,54978697-AlewifeKendall2
2231,70071,1,,,,,,54978700-AlewifeKendall1,54978700-AlewifeKendall2
2231,70071,1,,,,,,54978703-AlewifeKendall1,54978703-AlewifeKendall2
2231,70071,1,,,,,,54978706-AlewifeKendall1,54978706-AlewifeKendall2
2231,70071,1,,,,,,54978709-AlewifeKendall1,54978709-AlewifeKendall2
2231,70071,1,,,,,,54978712-AlewifeKendall1,54978712-AlewifeKendall2
2231,70071,1,,,,,,54978714-AlewifeKendall1,54978714-AlewifeKendall2
2231,70071,1,,,,,,54978715-AlewifeKendall1,54978715-AlewifeKendall2
2231,70071,1,,,,,,54978719-AlewifeKendall1,54978719-AlewifeKendall2
2231,70071,1,,,,,,54978722-AlewifeKendall1,54978722-AlewifeKendall2
2231,70071,1,,,,,,54978728-AlewifeKendall1,54978728-AlewifeKendall2
2231,70071,1,,,,,,54978729-AlewifeKendall1,54978729-AlewifeKendall2
2231,70071,1,,,,,,54978730-AlewifeKendall1,54978730-AlewifeKendall2
2231,70071,1,,,,,,54978732-AlewifeKendall1,54978732-AlewifeKendall2
2231,70071,1,,,,,,54978733-AlewifeKendall1,54978733-AlewifeKendall2
2231,70071,1,,,,,,54978735-AlewifeKendall1,54978735-AlewifeKendall2
2231,70071,1,,,,,,54978736-AlewifeKendall1,54978736-AlewifeKendall2
2231,70071,1,,,,,,54978737-AlewifeKendall1,54978737-AlewifeKendall2
2231,70071,1,,,,,,54978738-AlewifeKendall1,54978738-AlewifeKendall2
2231,70071,1,,,,,,54978739-AlewifeKendall1,54978739-AlewifeKendall2
2231,70071,1,,,,,,54978740-AlewifeKendall1,54978740-AlewifeKendall2
2231,70071,1,,,,,,54978742-AlewifeKendall1,54978742-AlewifeKendall2
2231,70071,1,,,,,,54978743-AlewifeKendall1,54978743-AlewifeKendall2
2231,70071,1,,,,,,54978745-AlewifeKendall1,54978745-AlewifeKendall2
2231,70071,1,,,,,,54978746-AlewifeKendall1,54978746-AlewifeKendall2
2231,70071,1,,,,,,54978749-AlewifeKendall1,54978749-AlewifeKendall2
2231,70071,1,,,,,,54978750-AlewifeKendall1,54978750-AlewifeKendall2
2231,70071,1,,,,,,54978751-AlewifeKendall1,54978751-AlewifeKendall2
2231,70071,1,,,,,,54978752-AlewifeKendall1,54978752-AlewifeKendall2
2231,70071,1,,,,,,54978754-AlewifeKendall1,54978754-AlewifeKendall2
2231,70071,1,,,,,,54978756-AlewifeKendall1,54978756-AlewifeKendall2
2231,70071,1,,,,,,54978758-AlewifeKendall1,54978758-AlewifeKendall2
2231,70071,1,,,,,,54978762-AlewifeKendall1,54978762-AlewifeKendall2
2231,70071,1,,,,,,54978768-AlewifeKendall1,54978768-AlewifeKendall2
2231,70071,1,,,,,,54978769-AlewifeKendall1,54978769-AlewifeKendall2
2231,70071,1,,,,,,54978771-AlewifeKendall1,54978771-AlewifeKendall2
2231,70071,1,,,,,,54978773-AlewifeKendall1,54978773-AlewifeKendall2
2231,70071,1,,,,,,54978774-AlewifeKendall1,54978774-AlewifeKendall2
2231,70071,1,,,,,,54978777-AlewifeKendall1,54978777-AlewifeKendall2
2231,70071,1,,,,,,54978779-AlewifeKendall1,54978779-AlewifeKendall2
2231,70071,1,,,,,,54978782-AlewifeKendall1,54978782-AlewifeKendall2
2231,70071,1,,,,,,54978783-AlewifeKendall1,54978783-AlewifeKendall2
2231,70071,1,,,,,,54978784-AlewifeKendall1,54978784-AlewifeKendall2
2231,70071,1,,,,,,54978785-AlewifeKendall1,54978785-AlewifeKendall2
2231,70071,1,,,,,,54978928-AlewifeKendall1,54978928-AlewifeKendall2
2231,70071,1,,,,,,54978929-AlewifeKendall1,54978929-AlewifeKendall2
2231,70071,1,,,,,,54978930-AlewifeKendall1,54978930-AlewifeKendall2
2231,70071,1,,,,,,54978859-AlewifeKendall1,54978859-AlewifeKendall2
2231,70071,1,,,,,,54978860-AlewifeKendall1,54978860-AlewifeKendall2
2231,70071,1,,,,,,54978861-AlewifeKendall1,54978861-AlewifeKendall2
2231,70071,1,,,,,,54978862-AlewifeKendall1,54978862-AlewifeKendall2
2231,70071,1,,,,,,54978863-AlewifeKendall1,54978863-AlewifeKendall2
2231,70071,1,,,,,,54978864-AlewifeKendall1,54978864-AlewifeKendall2
2231,70071,1,,,,,,54978865-AlewifeKendall1,54978865-AlewifeKendall2
2231,70071,1,,,,,,54978866-AlewifeKendall1,54978866-AlewifeKendall2
2231,70071,1,,,,,,54978867-AlewifeKendall1,54978867-AlewifeKendall2
2231,70071,1,,,,,,54978868-AlewifeKendall1,54978868-AlewifeKendall2
2231,70071,1,,,,,,54978869-AlewifeKendall1,54978869-AlewifeKendall2
2231,70071,1,,,,,,54978870-AlewifeKendall1,54978870-AlewifeKendall2
2231,70071,1,,,,,,54978871-AlewifeKendall1,54978871-AlewifeKendall2
2231,70071,1,,,,,,54978872-AlewifeKendall1,54978872-AlewifeKendall2
2231,70071,1,,,,,,54978873-AlewifeKendall1,54978873-AlewifeKendall2
2231,70071,1,,,,,,54978874-AlewifeKendall1,54978874-AlewifeKendall2
2231,70071,1,,,,,,54978875-AlewifeKendall1,54978875-AlewifeKendall2
2231,70071,1,,,,,,54978876-AlewifeKendall1,54978876-AlewifeKendall2
2231,70071,1,,,,,,54978877-AlewifeKendall1,54978877-AlewifeKendall2
2231,70071,1,,,,,,54978878-AlewifeKendall1,54978878-AlewifeKendall2
2231,70071,1,,,,,,54978879-AlewifeKendall1,54978879-AlewifeKendall2
2231,70071,1,,,,,,54978880-AlewifeKendall1,54978880-AlewifeKendall2
2231,70071,1,,,,,,54978881-AlewifeKendall1,54978881-AlewifeKendall2
2231,70071,1,,,,,,54978882-AlewifeKendall1,54978882-AlewifeKendall2
2231,70071,1,,,,,,54978883-AlewifeKendall1,54978883-AlewifeKendall2
2231,70071,1,,,,,,54978884-AlewifeKendall1,54978884-AlewifeKendall2
2231,70071,1,,,,,,54978885-AlewifeKendall1,54978885-AlewifeKendall2
2231,70071,1,,,,,,54978886-AlewifeKendall1,54978886-AlewifeKendall2
2231,70071,1,,,,,,54978887-AlewifeKendall1,54978887-AlewifeKendall2
2231,70071,1,,,,,,54978888-AlewifeKendall1,54978888-AlewifeKendall2
2231,70071,1,,,,,,54978889-AlewifeKendall1,54978889-AlewifeKendall2
2231,70071,1,,,,,,54978890-AlewifeKendall1,54978890-AlewifeKendall2
2231,70071,1,,,,,,54978891-AlewifeKendall1,54978891-AlewifeKendall2
2231,70071,1,,,,,,54978892-AlewifeKendall1,54978892-AlewifeKendall2
2231,70071,1,,,,,,54978893-AlewifeKendall1,54978893-AlewifeKendall2
2231,70071,1,,,,,,54978894-AlewifeKendall1,54978894-AlewifeKendall2
2231,70071,1,,,,,,54978895-AlewifeKendall1,54978895-AlewifeKendall2
2231,70071,1,,,,,,54978896-AlewifeKendall1,54978896-AlewifeKendall2
2231,70071,1,,,,,,54978897-AlewifeKendall1,54978897-AlewifeKendall2
2231,70071,1,,,,,,54978898-AlewifeKendall1,54978898-AlewifeKendall2
2231,70071,1,,,,,,54978899-AlewifeKendall1,54978899-AlewifeKendall2
2231,70071,1,,,,,,54978900-AlewifeKendall1,54978900-AlewifeKendall2
2231,70071,1,,,,,,54978901-AlewifeKendall1,54978901-AlewifeKendall2
2231,70071,1,,,,,,54978902-AlewifeKendall1,54978902-AlewifeKendall2
2231,70071,1,,,,,,54978903-AlewifeKendall1,54978903-AlewifeKendall2
2231,70071,1,,,,,,54978904-AlewifeKendall1,54978904-AlewifeKendall2
2231,70071,1,,,,,,54978905-AlewifeKendall1,54978905-AlewifeKendall2
2231,70071,1,,,,,,54978906-AlewifeKendall1,54978906-AlewifeKendall2
2231,70071,1,,,,,,54978907-AlewifeKendall1,54978907-AlewifeKendall2
2231,70071,1,,,,,,54978908-AlewifeKendall1,54978908-AlewifeKendall2
2231,70071,1,,,,,,54978909-AlewifeKendall1,54978909-AlewifeKendall2
2231,70071,1,,,,,,54978910-AlewifeKendall1,54978910-AlewifeKendall2
2231,70071,1,,,,,,54978911-AlewifeKendall1,54978911-AlewifeKendall2
2231,70071,1,,,,,,54978912-AlewifeKendall1,54978912-AlewifeKendall2
2231,70071,1,,,,,,54978913-AlewifeKendall1,54978913-AlewifeKendall2
2231,70071,1,,,,,,54978914-AlewifeKendall1,54978914-AlewifeKendall2
2231,70071,1,,,,,,54978915-AlewifeKendall1,54978915-AlewifeKendall2
2231,70071,1,,,,,,54978916-AlewifeKendall1,54978916-AlewifeKendall2
2231,70071,1,,,,,,54978917-AlewifeKendall1,54978917-AlewifeKendall2
2231,70071,1,,,,,,54978918-AlewifeKendall1,54978918-AlewifeKendall2
2231,70071,1,,,,,,54978919-AlewifeKendall1,54978919-AlewifeKendall2
2231,70071,1,,,,,,54978920-AlewifeKendall1,54978920-AlewifeKendall2
2231,70071,1,,,,,,54978921-AlewifeKendall1,54978921-AlewifeKendall2
2231,70071,1,,,,,,54978922-AlewifeKendall1,54978922-AlewifeKendall2
2231,70071,1,,,,,,54978923-AlewifeKendall1,54978923-AlewifeKendall2
2231,70071,1,,,,,,54978924-AlewifeKendall1,54978924-AlewifeKendall2
2231,70071,1,,,,,,54978925-AlewifeKendall1,54978925-AlewifeKendall2
2231,70071,1,,,,,,54978926-AlewifeKendall1,54978926-AlewifeKendall2
2231,70071,1,,,,,,54978927-AlewifeKendall1,54978927-AlewifeKendall2
2231,70071,1,,,,,,54978931-AlewifeKendall1,54978931-AlewifeKendall2
2231,70071,1,,,,,,54978932-AlewifeKendall1,54978932-AlewifeKendall2
2231,70071,1,,,,,,54978933-AlewifeKendall1,54978933-AlewifeKendall2
2231,70071,1,,,,,,54979058-AlewifeKendall1,54979058-AlewifeKendall2
2231,70071,1,,,,,,54979059-AlewifeKendall1,54979059-AlewifeKendall2
2231,70071,1,,,,,,54979060-AlewifeKendall1,54979060-AlewifeKendall2
2231,70071,1,,,,,,54979061-AlewifeKendall1,54979061-AlewifeKendall2
2231,70071,1,,,,,,54979062-AlewifeKendall1,54979062-AlewifeKendall2
2231,70071,1,,,,,,54979063-AlewifeKendall1,54979063-AlewifeKendall2
2231,70071,1,,,,,,54979064-AlewifeKendall1,54979064-AlewifeKendall2
2231,70071,1,,,,,,54979065-AlewifeKendall1,54979065-AlewifeKendall2
2231,70071,1,,,,,,54979066-AlewifeKendall1,54979066-AlewifeKendall2
2231,70071,1,,,,,,54979067-AlewifeKendall1,54979067-AlewifeKendall2
2231,70071,1,,,,,,54979068-AlewifeKendall1,54979068-AlewifeKendall2
2231,70071,1,,,,,,54979069-AlewifeKendall1,54979069-AlewifeKendall2
2231,70071,1,,,,,,54979070-AlewifeKendall1,54979070-AlewifeKendall2
2231,70071,1,,,,,,54979071-AlewifeKendall1,54979071-AlewifeKendall2
2231,70071,1,,,,,,54979072-AlewifeKendall1,54979072-AlewifeKendall2
2231,70071,1,,,,,,54979073-AlewifeKendall1,54979073-AlewifeKendall2
2231,70071,1,,,,,,54979074-AlewifeKendall1,54979074-AlewifeKendall2
2231,70071,1,,,,,,54979075-AlewifeKendall1,54979075-AlewifeKendall2
2231,70071,1,,,,,,54979076-AlewifeKendall1,54979076-AlewifeKendall2
2231,70071,1,,,,,,54979077-AlewifeKendall1,54979077-AlewifeKendall2
2231,70071,1,,,,,,54979078-AlewifeKendall1,54979078-AlewifeKendall2
2231,70071,1,,,,,,54979079-AlewifeKendall1,54979079-AlewifeKendall2
2231,70071,1,,,,,,54979080-AlewifeKendall1,54979080-AlewifeKendall2
2231,70071,1,,,,,,54979081-AlewifeKendall1,54979081-AlewifeKendall2
2231,70071,1,,,,,,54979082-AlewifeKendall1,54979082-AlewifeKendall2
2231,70071,1,,,,,,54979083-AlewifeKendall1,54979083-AlewifeKendall2
2231,70071,1,,,,,,54979084-AlewifeKendall1,54979084-AlewifeKendall2
2231,70071,1,,,,,,54979085-AlewifeKendall1,54979085-AlewifeKendall2
2231,70071,1,,,,,,54979086-AlewifeKendall1,54979086-AlewifeKendall2
2231,70071,1,,,,,,54979087-AlewifeKendall1,54979087-AlewifeKendall2
2231,70071,1,,,,,,54979088-AlewifeKendall1,54979088-AlewifeKendall2
2231,70071,1,,,,,,54979089-AlewifeKendall1,54979089-AlewifeKendall2
2231,70071,1,,,,,,54979090-AlewifeKendall1,54979090-AlewifeKendall2
2231,70071,1,,,,,,54979091-AlewifeKendall1,54979091-AlewifeKendall2
2231,70071,1,,,,,,54979092-AlewifeKendall1,54979092-AlewifeKendall2
2231,70071,1,,,,,,54979093-AlewifeKendall1,54979093-AlewifeKendall2
2231,70071,1,,,,,,54979094-AlewifeKendall1,54979094-AlewifeKendall2
2231,70071,1,,,,,,54979095-AlewifeKendall1,54979095-AlewifeKendall2
2231,70071,1,,,,,,54979096-AlewifeKendall1,54979096-AlewifeKendall2
2231,70071,1,,,,,,54979097-AlewifeKendall1,54979097-AlewifeKendall2
2231,70071,1,,,,,,54979098-AlewifeKendall1,54979098-AlewifeKendall2
2231,70071,1,,,,,,54979099-AlewifeKendall1,54979099-AlewifeKendall2
2231,70071,1,,,,,,54979100-AlewifeKendall1,54979100-AlewifeKendall2
2231,70071,1,,,,,,54979101-AlewifeKendall1,54979101-AlewifeKendall2
2231,70071,1,,,,,,54979102-AlewifeKendall1,54979102-AlewifeKendall2
2231,70071,1,,,,,,54979103-AlewifeKendall1,54979103-AlewifeKendall2
2231,70071,1,,,,,,54979104-AlewifeKendall1,54979104-AlewifeKendall2
2231,70071,1,,,,,,54979105-AlewifeKendall1,54979105-AlewifeKendall2
2231,70071,1,,,,,,54979106-AlewifeKendall1,54979106-AlewifeKendall2
2231,70071,1,,,,,,54979107-AlewifeKendall1,54979107-AlewifeKendall2
2231,70071,1,,,,,,54979108-AlewifeKendall1,54979108-AlewifeKendall2
2231,70071,1,,,,,,54979109-AlewifeKendall1,54979109-AlewifeKendall2
2231,70071,1,,,,,,54979110-AlewifeKendall1,54979110-AlewifeKendall2
2231,70071,1,,,,,,54979111-AlewifeKendall1,54979111-AlewifeKendall2
2231,70071,1,,,,,,54979112-AlewifeKendall1,54979112-AlewifeKendall2
2231,70071,1,,,,,,54979113-AlewifeKendall1,54979113-AlewifeKendall2
2231,70071,1,,,,,,54979114-AlewifeKendall1,54979114-AlewifeKendall2
2231,70071,1,,,,,,54979115-AlewifeKendall1,54979115-AlewifeKendall2
2231,70071,1,,,,,,54979116-AlewifeKendall1,54979116-AlewifeKendall2
2231,70071,1,,,,,,54979117-AlewifeKendall1,54979117-AlewifeKendall2
2231,70071,1,,,,,,54979118-AlewifeKendall1,54979118-AlewifeKendall2
2231,70071,1,,,,,,54979119-AlewifeKendall1,54979119-AlewifeKendall2
2231,70071,1,,,,,,54979120-AlewifeKendall1,54979120-AlewifeKendall2
2231,70071,1,,,,,,54979121-AlewifeKendall1,54979121-AlewifeKendall2
2231,70071,1,,,,,,54979122-AlewifeKendall1,54979122-AlewifeKendall2
2231,70071,1,,,,,,54979123-AlewifeKendall1,54979123-AlewifeKendall2
2231,70071,1,,,,,,54979124-AlewifeKendall1,54979124-AlewifeKendall2
2231,70071,1,,,,,,54979260-AlewifeKendall1,54979260-AlewifeKendall2
2231,70071,1,,,,,,54979261-AlewifeKendall1,54979261-AlewifeKendall2
2231,70071,1,,,,,,54979262-AlewifeKendall1,54979262-AlewifeKendall2
2231,70071,1,,,,,,54979194-AlewifeKendall1,54979194-AlewifeKendall2
2231,70071,1,,,,,,54979195-AlewifeKendall1,54979195-AlewifeKendall2
2231,70071,1,,,,,,54979196-AlewifeKendall1,54979196-AlewifeKendall2
2231,70071,1,,,,,,54979197-AlewifeKendall1,54979197-AlewifeKendall2
2231,70071,1,,,,,,54979198-AlewifeKendall1,54979198-AlewifeKendall2
2231,70071,1,,,,,,54979199-AlewifeKendall1,54979199-AlewifeKendall2
2231,70071,1,,,,,,54979200-AlewifeKendall1,54979200-AlewifeKendall2
2231,70071,1,,,,,,54979201-AlewifeKendall1,54979201-AlewifeKendall2
2231,70071,1,,,,,,54979202-AlewifeKendall1,54979202-AlewifeKendall2
2231,70071,1,,,,,,54979203-AlewifeKendall1,54979203-AlewifeKendall2
2231,70071,1,,,,,,54979204-AlewifeKendall1,54979204-AlewifeKendall2
2231,70071,1,,,,,,54979205-AlewifeKendall1,54979205-AlewifeKendall2
2231,70071,1,,,,,,54979206-AlewifeKendall1,54979206-AlewifeKendall2
2231,70071,1,,,,,,54979207-AlewifeKendall1,54979207-AlewifeKendall2
2231,70071,1,,,,,,54979208-AlewifeKendall1,54979208-AlewifeKendall2
2231,70071,1,,,,,,54979209-AlewifeKendall1,54979209-AlewifeKendall2
2231,70071,1,,,,,,54979210-AlewifeKendall1,54979210-AlewifeKendall2
2231,70071,1,,,,,,54979211-AlewifeKendall1,54979211-AlewifeKendall2
2231,70071,1,,,,,,54979212-AlewifeKendall1,54979212-AlewifeKendall2
2231,70071,1,,,,,,54979213-AlewifeKendall1,54979213-AlewifeKendall2
2231,70071,1,,,,,,54979214-AlewifeKendall1,54979214-AlewifeKendall2
2231,70071,1,,,,,,54979215-AlewifeKendall1,54979215-AlewifeKendall2
2231,70071,1,,,,,,54979216-AlewifeKendall1,54979216-AlewifeKendall2
2231,70071,1,,,,,,54979217-AlewifeKendall1,54979217-AlewifeKendall2
2231,70071,1,,,,,,54979218-AlewifeKendall1,54979218-AlewifeKendall2
2231,70071,1,,,,,,54979219-AlewifeKendall1,54979219-AlewifeKendall2
2231,70071,1,,,,,,54979220-AlewifeKendall1,54979220-AlewifeKendall2
2231,70071,1,,,,,,54979221-AlewifeKendall1,54979221-AlewifeKendall2
2231,70071,1,,,,,,54979222-AlewifeKendall1,54979222-AlewifeKendall2
2231,70071,1,,,,,,54979223-AlewifeKendall1,54979223-AlewifeKendall2
2231,70071,1,,,,,,54979224-AlewifeKendall1,54979224-AlewifeKendall2
2231,70071,1,,,,,,54979225-AlewifeKendall1,54979225-AlewifeKendall2
2231,70071,1,,,,,,54979226-AlewifeKendall1,54979226-AlewifeKendall2
2231,70071,1,,,,,,54979227-AlewifeKendall1,54979227-AlewifeKendall2
2231,70071,1,,,,,,54979228-AlewifeKendall1,54979228-AlewifeKendall2
2231,70071,1,,,,,,54979229-AlewifeKendall1,54979229-AlewifeKendall2
2231,70071,1,,,,,,54979230-AlewifeKendall1,54979230-AlewifeKendall2
2231,70071,1,,,,,,54979231-AlewifeKendall1,54979231-AlewifeKendall2
2231,70071,1,,,,,,54979232-AlewifeKendall1,54979232-AlewifeKendall2
2231,70071,1,,,,,,54979233-AlewifeKendall1,54979233-AlewifeKendall2
2231,70071,1,,,,,,54979234-AlewifeKendall1,54979234-AlewifeKendall2
2231,70071,1,,,,,,54979235-AlewifeKendall1,54979235-AlewifeKendall2
2231,70071,1,,,,,,54979236-AlewifeKendall1,54979236-AlewifeKendall2
2231,70071,1,,,,,,54979237-AlewifeKendall1,54979237-AlewifeKendall2
2231,70071,1,,,,,,54979238-AlewifeKendall1,54979238-AlewifeKendall2
2231,70071,1,,,,,,54979239-AlewifeKendall1,54979239-AlewifeKendall2
2231,70071,1,,,,,,54979240-AlewifeKendall1,54979240-AlewifeKendall2
2231,70071,1,,,,,,54979241-AlewifeKendall1,54979241-AlewifeKendall2
2231,70071,1,,,,,,54979242-AlewifeKendall1,54979242-AlewifeKendall2
2231,70071,1,,,,,,54979243-AlewifeKendall1,54979243-AlewifeKendall2
2231,70071,1,,,,,,54979244-AlewifeKendall1,54979244-AlewifeKendall2
2231,70071,1,,,,,,54979245-AlewifeKendall1,54979245-AlewifeKendall2
2231,70071,1,,,,,,54979246-AlewifeKendall1,54979246-AlewifeKendall2
2231,70071,1,,,,,,54979247-AlewifeKendall1,54979247-AlewifeKendall2
2231,70071,1,,,,,,54979248-AlewifeKendall1,54979248-AlewifeKendall2
2231,70071,1,,,,,,54979249-AlewifeKendall1,54979249-AlewifeKendall2
2231,70071,1,,,,,,54979250-AlewifeKendall1,54979250-AlewifeKendall2
2231,70071,1,,,,,,54979251-AlewifeKendall1,54979251-AlewifeKendall2
2231,70071,1,,,,,,54979252-AlewifeKendall1,54979252-AlewifeKendall2
2231,70071,1,,,,,,54979253-AlewifeKendall1,54979253-AlewifeKendall2
2231,70071,1,,,,,,54979254-AlewifeKendall1,54979254-AlewifeKendall2
2231,70071,1,,,,,,54979255-AlewifeKendall1,54979255-AlewifeKendall2
2231,70071,1,,,,,,54979256-AlewifeKendall1,54979256-AlewifeKendall2
2231,70071,1,,,,,,54979257-AlewifeKendall1,54979257-AlewifeKendall2
2231,70071,1,,,,,,54979258-AlewifeKendall1,54979258-AlewifeKendall2
2231,70071,1,,,,,,54979259-AlewifeKendall1,54979259-AlewifeKendall2
2231,70071,1,,,,,,54979263-AlewifeKendall1,54979263-AlewifeKendall2
2231,70071,1,,,,,,54979264-AlewifeKendall1,54979264-AlewifeKendall2
2231,70071,1,,,,,,54979265-AlewifeKendall1,54979265-AlewifeKendall2
2581,70063,1,,,,,,54979058-AlewifeDavis1,54979058-AlewifeDavis2
2581,70063,1,,,,,,54979059-AlewifeDavis1,54979059-AlewifeDavis2
2581,70063,1,,,,,,54979060-AlewifeDavis1,54979060-AlewifeDavis2
2581,70063,1,,,,,,54979061-AlewifeDavis1,54979061-AlewifeDavis2
2581,70063,1,,,,,,54979062-AlewifeDavis1,54979062-AlewifeDavis2
2581,70063,1,,,,,,54979063-AlewifeDavis1,54979063-AlewifeDavis2
2581,70063,1,,,,,,54979064-AlewifeDavis1,54979064-AlewifeDavis2
2581,70063,1,,,,,,54979065-AlewifeDavis1,54979065-AlewifeDavis2
2581,70063,1,,,,,,54979066-AlewifeDavis1,54979066-AlewifeDavis2
2581,70063,1,,,,,,54979067-AlewifeDavis1,54979067-AlewifeDavis2
2581,70063,1,,,,,,54979068-AlewifeDavis1,54979068-AlewifeDavis2
2581,70063,1,,,,,,54979069-AlewifeDavis1,54979069-AlewifeDavis2
2581,70063,1,,,,,,54979070-AlewifeDavis1,54979070-AlewifeDavis2
2581,70063,1,,,,,,54979071-AlewifeDavis1,54979071-AlewifeDavis2
2581,70063,1,,,,,,54979072-AlewifeDavis1,54979072-AlewifeDavis2
2581,70063,1,,,,,,54979073-AlewifeDavis1,54979073-AlewifeDavis2
2581,70063,1,,,,,,54979074-AlewifeDavis1,54979074-AlewifeDavis2
2581,70063,1,,,,,,54979075-AlewifeDavis1,54979075-AlewifeDavis2
2581,70063,1,,,,,,54979076-AlewifeDavis1,54979076-AlewifeDavis2
2581,70063,1,,,,,,54979077-AlewifeDavis1,54979077-AlewifeDavis2
2581,70063,1,,,,,,54979078-AlewifeDavis1,54979078-AlewifeDavis2
2581,70063,1,,,,,,54979079-AlewifeDavis1,54979079-AlewifeDavis2
2581,70063,1,,,,,,54979080-AlewifeDavis1,54979080-AlewifeDavis2
2581,70063,1,,,,,,54979081-AlewifeDavis1,54979081-AlewifeDavis2
2581,70063,1,,,,,,54979082-AlewifeDavis1,54979082-AlewifeDavis2
2581,70063,1,,,,,,54979083-AlewifeDavis1,54979083-AlewifeDavis2
2581,70063,1,,,,,,54979084-AlewifeDavis1,54979084-AlewifeDavis2
2581,70063,1,,,,,,54979085-AlewifeDavis1,54979085-AlewifeDavis2
2581,70063,1,,,,,,54979086-AlewifeDavis1,54979086-AlewifeDavis2
2581,70063,1,,,,,,54979087-AlewifeDavis1,54979087-AlewifeDavis2
2581,70063,1,,,,,,54979088-AlewifeDavis1,54979088-AlewifeDavis2
2581,70063,1,,,,,,54979089-AlewifeDavis1,54979089-AlewifeDavis2
2581,70063,1,,,,,,54979090-AlewifeDavis1,54979090-AlewifeDavis2
2581,70063,1,,,,,,54979091-AlewifeDavis1,54979091-AlewifeDavis2
2581,70063,1,,,,,,54979092-AlewifeDavis1,54979092-AlewifeDavis2
2581,70063,1,,,,,,54979093-AlewifeDavis1,54979093-AlewifeDavis2
2581,70063,1,,,,,,54979094-AlewifeDavis1,54979094-AlewifeDavis2
2581,70063,1,,,,,,54979095-AlewifeDavis1,54979095-AlewifeDavis2
2581,70063,1,,,,,,54979096-AlewifeDavis1,54979096-AlewifeDavis2
2581,70063,1,,,,,,54979097-AlewifeDavis1,54979097-AlewifeDavis2
2581,70063,1,,,,,,54979098-AlewifeDavis1,54979098-AlewifeDavis2
2581,70063,1,,,,,,54979099-AlewifeDavis1,54979099-AlewifeDavis2
2581,70063,1,,,,,,54979100-AlewifeDavis1,54979100-AlewifeDavis2
2581,70063,1,,,,,,54979101-AlewifeDavis1,54979101-AlewifeDavis2
2581,70063,1,,,,,,54979102-AlewifeDavis1,54979102-AlewifeDavis2
2581,70063,1,,,,,,54979103-AlewifeDavis1,54979103-AlewifeDavis2
2581,70063,1,,,,,,54979104-AlewifeDavis1,54979104-AlewifeDavis2
2581,70063,1,,,,,,54979105-AlewifeDavis1,54979105-AlewifeDavis2
2581,70063,1,,,,,,54979106-AlewifeDavis1,54979106-AlewifeDavis2
2581,70063,1,,,,,,54979107-AlewifeDavis1,54979107-AlewifeDavis2
2581,70063,1,,,,,,54979108-AlewifeDavis1,54979108-AlewifeDavis2
2581,70063,1,,,,,,54979109-AlewifeDavis1,54979109-AlewifeDavis2
2581,70063,1,,,,,,54979110-AlewifeDavis1,54979110-AlewifeDavis2
2581,70063,1,,,,,,54979111-AlewifeDavis1,54979111-AlewifeDavis2
2581,70063,1,,,,,,54979112-AlewifeDavis1,54979112-AlewifeDavis2
