route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,50880000,54241811
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,50880004,54242855
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,50880100,54241812
89-2-0,89,0,Sullivan Square Station - Davis Station,,1,50890000,54919378
89-_-0,89,0,Sullivan Square Station - Clarendon Hill,Weekdays only,2,50890004,54919437
89-2-1,89,1,Davis Station - Sullivan Square Station,,1,50890100,54919376
89-_-1,89,1,Clarendon Hill - Sullivan Square Station,Weekdays only,2,50890104,54919436
8993-_-0,8993,0,Haymarket Station - Clarendon Hill,Sunday early mornings only,1,50891000,54933422
8993-_-1,8993,1,Clarendon Hill - Haymarket Station,Early mornings only,1,50891100,55003957
90-_-0,90,0,Assembly Row - Davis Station,,1,50900000,54918942
90-_-1,90,1,Davis Station - Assembly Row,,1,50900100,54918945
91-_-0,91,0,"Sullivan Square Station - Central Square, Cambridge",,1,50910000,55004534
91-_-1,91,1,"Central Square, Cambridge - Sullivan Square Station",,1,50910100,55004533
92-3-0,92,0,Downtown - Sullivan Square Station (Detour),,1,50920000,54918962
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,50920004,55003987
92-4-1,92,1,Sullivan Square - Devonshire St @ Milk St,,1,50920100,54918963
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,50920104,55003990
93-1-0,93,0,Downtown - Sullivan Square Station,,1,50930000,54918959
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,2,50930004,55004001
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,2,50930007,55004089
93-5-1,93,1,Sullivan Square Station - Downtown (Detour),,1,50930100,54918960
93-6-1,93,1,Sullivan Square Station - Downtown via Navy Yard (Detour),Weekdays only,2,50930104,54918975
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,50930107,55004088
93-4-1,93,1,Bunker Hill St at Concord St - Haymarket Station,School days only,3,50930110,55004205
94-1-0,94,0,Davis Station - Medford Square,,1,50940000,54918992
94-2-0,94,0,Davis Station - Medford Square via Medford HS,AM peak hours only,3,50940004,54918994
94-1-1,94,1,Medford Square - Davis Station,,1,50940100,54919142
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,50950000,54919448
95-_-0,95,0,Sullivan Square Station - West Medford,,1,50950004,54919451
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,50950008,54919529
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,50950010,54919479
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,50950100,54919450
95-_-1,95,1,West Medford - Sullivan Square Station,,1,50950104,54919449
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,50950108,54919524
96-_-0,96,0,Harvard Station - Medford Square,,1,50960000,54918981
96-_-1,96,1,Medford Square - Harvard Station,,1,50960100,54919144
97-5-0,97,0,Wellington Station - Malden Center Station,,1,50970000,54919285
97-5-1,97,1,Malden Center Station - Wellington Station,,1,50970100,54919058
99-7-0,99,0,Wellington Station - Woodland Rd,,1,50990000,54919294
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,3,50990004,54925177
99-7-1,99,1,Woodland Rd - Wellington Station,,1,50990100,54919273
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,3,50990104,54925178
100-3-0,100,0,Wellington Station - Elm St,,1,51000000,54919481
100-1-0,100,0,Wellington Station - Roosevelt Circle,Evenings only,3,51000004,54925465
100-3-1,100,1,Elm St - Wellington Station,,1,51000100,54919480
100-1-1,100,1,Roosevelt Circle - Wellington Station,Evenings only,3,51000104,54925463
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,51010000,54919383
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,51010004,54919526
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,51010100,54919380
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,51010104,54919527
104-_-0,104,0,Sullivan Square Station - Malden Center Station,,1,51040000,55005348
104-_-1,104,1,Malden Center Station - Sullivan Square Station,,1,51040100,55005347
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,51050000,54918977
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,51050100,54919055
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,51060000,54919286
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,51060004,55004147
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,51060100,54919016
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekday evenings only,3,51060104,54919030
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,51060106,54925462
108-6-0,108,0,Wellington Station - Linden Square,,1,51080000,54918978
108-7-0,108,0,Malden Center Station - Linden Square,School days only,3,51080004,54919100
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,51080006,55004477
108-6-1,108,1,Linden Square - Wellington Station,,1,51080100,54919031
108-7-1,108,1,Linden Square - Malden Center Station,Weekdays only,3,51080104,54919044
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,51090000,55005302
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,51090100,55005303
110-_-0,110,0,Wellington Station - Wonderland Station,,1,51100000,55004208
110-4-0,110,0,Wellington Station - Broadway & Park Ave,,2,51100004,55004215
110-2-0,110,0,Wellington Station - Woodlawn,,3,51100008,55004213
110-_-1,110,1,Wonderland Station - Wellington Station,,1,51100100,55004209
110-4-1,110,1,Broadway & Park Ave - Wellington Station,,2,51100104,55004207
111-5-0,111,0,Haymarket Station - Woodlawn,,1,51110000,55004772
111-5-1,111,1,Woodlawn - Haymarket Station,,1,51110100,55004773
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,51120000,54918979
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,51120100,54918980
114-1-0,114,0,Maverick Station - Mystic Mall,Weekdays only,1,51140000,54947897
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,51140100,54947898
116-4-0,116,0,Maverick Station - Wonderland Station,,1,51160000,54948182
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,51160004,54952162
116-4-1,116,1,Wonderland Station - Maverick Station,,1,51160100,54948181
117-5-0,117,0,Maverick Station - Wonderland Station,,1,51170000,54948189
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,51170004,54948426
117-3-0,117,0,Haymarket Station - Lynn Bus Garage via Maverick Station,Late nights only,3,51170007,54948421
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,51170010,54952097
117-5-1,117,1,Wonderland Station - Maverick Station,,1,51170100,54948199
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,51170104,54948200
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,51170107,54948425
117-_-1,117,1,Wonderland Station - Haymarket Station,Sunday early mornings only,3,51170110,54952161
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,51190000,54947916
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,51190003,54947925
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,51190100,54947915
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,51190103,54947923
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,51200000,54948030
120-6-0,120,0,Orient Heights Station - Orient Heights Station,School days only,3,51200004,54948170
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,51200100,54948032
120-1-1,120,1,Orient Heights Station - Maverick Station,School days only,3,51200104,54948168
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,51210000,54947952
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,51210003,54947968
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,51210100,54947953
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,51210102,54947967
131-1-0,131,0,Malden Center - Melrose Highlands Station via East Side,Weekdays only,1,51310000,54919111
131-1-1,131,1,Melrose Highlands - Malden Center Station via East Side,Weekdays only,1,51310100,54919166
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,51320000,54919053
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,51320100,54919200
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,51340000,54919282
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,51340002,55004187
134-5-0,134,0,Wellington Station - North Woburn,,2,51340005,54919341
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340009,54919298
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,51340011,54919139
134-7-0,134,0,Wellington Station - Medford Square,,3,51340013,54926066
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,51340015,54934126
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,51340100,54919170
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,51340102,55004186
134-5-1,134,1,North Woburn - Wellington Station,,2,51340105,54919182
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,51340109,54919347
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340111,54919173
134-7-1,134,1,Medford Square - Wellington Station,,3,51340113,54926067
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,51340115,54934119
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,51370000,54919052
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,1,51370004,54919183
137-4-0,137,0,Malden Center - Main St @ Water St,,3,51370007,54919098
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,51370100,54919213
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,1,51370104,54919214
137-4-1,137,1,Main St @ Water St - Malden Center,,3,51370107,54919281
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,51710000,54815575
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,52010000,54404852
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,52010003,54404854
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,52010007,54404867
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,52010100,54404855
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,52010103,54404856
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,52010107,54814382_1
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,52020000,54404863
202-A-0,202,0,Fields Corner - Adams St & Gallivan Blvd via Adams St,School days only,2,52020003,54832092_2
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,52020100,54404853
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,52100000,54404296
210-_-0,210,0,North Quincy Station - Quincy Center Station,,2,52100003,54404195
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,52100007,54404295
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,52100100,54404302
210-_-1,210,1,Quincy Center Station - North Quincy Station,,2,52100103,54404150
211-_-0,211,0,Squantum - Quincy Center Station,,1,52110000,54404337
211-_-1,211,1,Quincy Center Station - Squantum,,1,52110100,54404323
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,52110104,54404169
211-3-1,211,1,E Squantum St & Newbury Ave - Squantum,School days only,3,52110106,54404172
211-9-1,211,1,Hancock St & St Anns Rd - Squantum,School days only,3,52110108,54404171
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,52150000,54404421
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,52150004,54404168
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,52150006,54403061
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,52150008,54404427
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,52150100,54404418
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,52150104,54404119
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,52150106,54404468
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,52150109,54403089
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,52160000,54404478
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,52160004,54404555
216-5-0,216,0,Coddington St & Newcomb St - Houghs Neck via Germantown,School days only,3,52160007,54404836
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,52160009,54404506
216-6-0,216,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,52160011,54404490
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,52160100,54404481
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,52160104,54404480
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,52170000,54404158
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,52170002,54404167
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,52170100,54404157
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,2,52170103,54404199
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,52200000,54404883
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,2,52200004,54404918
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,52200100,54404964
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,52220000,54404117
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,52220004,54404109
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,52220100,54404110
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,52220104,54404118
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Quincy Ave,,1,52250000,54404205
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,52250004,54404200
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,52250100,54404203
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Quincy Ave,,1,52250104,54404202
226-_-0,226,0,Braintree Station - Columbian Square,,1,52260000,54404219
226-_-1,226,1,Columbian Square - Braintree Station,,1,52260100,54404201
230-3-0,230,0,Quincy Center Station - Montello Station,,1,52300000,54404362
230-4-0,230,0,Braintree Station - Montello Station,Weekday early mornings only,3,52300004,54404413
230-3-1,230,1,Montello Station - Quincy Center Station,,1,52300100,54404363
230-4-1,230,1,Montello Station - Braintree Station,Weekday early mornings only,3,52300104,54404370
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,52360000,54404113
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,3,52360004,54404151
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,52360100,54404114
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,52360104,54404152
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,52380000,54404566
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,52380003,54404569
238-3-0,238,0,Quincy Center Station - Avon Square,,3,52380006,54404613
238-5-0,238,0,Quincy Center - Crawford Square (Omits South Shore Plaza),Sunday early mornings only,3,52380009,54403380
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,52380100,54404562
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,52380103,54404564
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,52380106,54403357
240-1-0,240,0,Ashmont Station - Avon Square,,1,52400000,54404571
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,1,52400004,54404574
240-_-0,240,0,Ashmont Station - Crawford Square,,3,52400007,54404618
240-1-1,240,1,Avon Square - Ashmont Station,,1,52400100,54404561
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,52400104,54404565
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,52400106,54404622
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekday evenings only,3,52400110,54404606
240-2-1,240,1,Crawford Square - North Randolph,,3,52400112,54404610
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,52450000,54404154
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,2,52450003,54404147
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,52450100,54404146
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,52450102,54404170
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,53500000,54242366
350-4-0,350,0,Alewife Station - North Burlington,,2,53500004,54242364
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,53500008,54242440
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,53500100,54242365
350-4-1,350,1,North Burlington - Alewife Station,,3,53500104,54255665
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,53510000,54242352
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekdays only,1,53510002,54242402
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,53510100,54242354
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekdays only,1,53510102,54242401
354-4-0,354,0,"State St, Boston - North Burlington via West Cummings Park",,1,53540000,54919349
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq & West Cummings Park",,2,53540004,54919362
354-4-1,354,1,"North Burlington - State St, Boston via West Cummings Park",,1,53540100,54919363
354-6-1,354,1,"North Burlington - State St, Boston via West Cummings Park & Medford Sq",,1,53540104,54919351
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,54110000,54919078
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,54110003,54919057
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,54110100,54919243
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,54110103,54919006
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,54240000,54947783
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,54240100,54947780
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,54260000,54947750
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,54260003,54947756
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,54260006,54948161
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,54260008,54948172
426-5-0,426,0,"Haymarket Station - Central Square, Lynn via Bell Cir",Weekday late nights only,3,54260010,54948845
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,54260100,54947744
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,54260103,54947748
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,54280000,54948447
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,54280100,54948444
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,54290000,54947881
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,2,54290004,54947878
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,2,54290007,54948157
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,54290009,54947888
429-5-0,429,0,Neptune Towers - O'Callaghan Way & Osborne St,School days only,3,54290012,54948166
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,54290100,54947868
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,54290104,54947864
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,54290107,54948171
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,54290109,54947875
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,54290112,54948162
430-1-0,430,0,Malden Center Station - Saugus Center,,1,54300000,54919067
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,54300004,54919054
430-7-0,430,0,Salem St & Sprague St - Square One Mall,School days only,3,54300007,55004476
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,54300009,55004184
430-1-1,430,1,Saugus Center - Malden Center Station,,1,54300100,54919253
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekday mornings only,2,54300104,54919250
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,54300106,55004182
435-8-0,435,0,Neptune Towers - Salem Depot,,1,54350000,54948627
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,54350003,54948628
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,54350007,54952072
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,54350009,54952082
435-8-1,435,1,Salem Depot - Neptune Towers,,1,54350100,54948626
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,54350103,54948629
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,54350107,54952073
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,54350109,54952075
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,54360000,54947830
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,54360003,54947848
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,54360006,54947855
436-3-0,436,0,Neptune Towers - Goodwins Circle,School days only,3,54360009,54948167
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,54360100,54947838
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,54360104,54947852
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,54360106,54947856
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,54360108,54948156
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,54360110,54948160
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,54360112,54953220
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,54390000,54947896
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,54390003,54947989
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,54390100,54947981
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,54390103,54947895
441-3-0,441,0,Wonderland - Marblehead via Central Square & Paradise Rd,,1,54410000,54948730
441-2-0,441,0,Wonderland - Marblehead via Central Square & Humphrey St (omits Point of Pines),Weekdays only,2,54410004,54948728
441-4-0,441,0,Lynn Bus Garage - Marblehead via Central Square & Paradise Rd,Early mornings only,3,54410005,54948779
441-3-1,441,1,Marblehead - Wonderland via Paradise Rd & Central Square,,1,54410100,54948741
441-2-1,441,1,Marblehead - Wonderland via Paradise Rd & Central Square (omits Point of Pines),Weekdays only,2,54410103,54948745
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,54411000,54948138
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,54411100,54948704
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,54420000,54948736
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,54420004,54948738
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,54420007,54948837
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,54420100,54948724
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,54420104,54948776
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,54420107,54952399
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,54500000,54947787
450-7-0,450,0,Wonderland Station - Salem Depot,,3,54500003,54953545
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,54500005,54948021
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,54500100,54947762
450-7-1,450,1,Salem Depot - Wonderland Station,,3,54500103,54953546
450-9-1,450,1,Salem Depot - Lynn Bus Garage,,3,54500105,54948019
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,54510000,54948450
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,54510003,54948456
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,54510100,54948453
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd,Weekdays only,1,54510102,54948459
455-6-0,455,0,Wonderland Station - Salem Depot,Weekdays only,1,54550000,54947818
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,2,54550003,54953315
455-9-0,455,0,Lynn Bus Garage - Salem Depot,Weekday early mornings only,3,54550005,54948024
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,54550007,54953313
455-6-1,455,1,Salem Depot - Wonderland Station,Weekdays only,1,54550100,54947809
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,2,54550103,54953283
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,54550105,54947808
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,54550108,54948176
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,54550110,54953307
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,54560000,54948439
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,54560100,54948434
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,Weekdays only,1,55010000,54832459
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,Weekdays only,2,55010003,54832443
501-1-0,501,0,Federal St & Franklin St - Brighton Center via Newton Corner,Saturdays only,3,55010005,54900674
501-_-0,501,0,Federal St & Franklin St - Brighton Center via Cambridge St,Saturday mornings only,3,55010006,54900663
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,Weekdays only,1,55010100,54832458
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,Weekdays only,1,55010103,54832444
501-_-1,501,1,Brighton Center - Federal St & Franklin St,Saturdays only,3,55010106,54900660
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,55040000,54832465
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,55040100,54832463
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,55050000,54832541
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,55050003,54832528
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,1,55050100,54832542
